Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4
Date and Time,Time (s),Voltage (V),Date and Time,Time (s),Voltage (V),Date and Time,Time (s),Voltage (V),Date and Time,Time (s),Voltage (V)
02/02/2022 08:35:30 am,0.060,0.001,02/02/2022 08:36:41 am,0.060,0.002,02/02/2022 08:40:46 am,0.060,0.002,02/02/2022 08:42:21 am,0.060,-6.622E-4
02/02/2022 08:35:30 am,0.061,5.951E-4,02/02/2022 08:36:41 am,0.061,0.001,02/02/2022 08:40:46 am,0.061,-1.495E-4,02/02/2022 08:42:21 am,0.061,1.068E-4
02/02/2022 08:35:30 am,0.062,6.683E-4,02/02/2022 08:36:41 am,0.062,0.002,02/02/2022 08:40:46 am,0.062,6.683E-4,02/02/2022 08:42:21 am,0.062,0.002
02/02/2022 08:35:30 am,0.063,3.265E-4,02/02/2022 08:36:41 am,0.063,2.533E-4,02/02/2022 08:40:46 am,0.063,6.317E-4,02/02/2022 08:42:21 am,0.063,0.001
02/02/2022 08:35:30 am,0.064,9.460E-5,02/02/2022 08:36:41 am,0.064,-5.768E-4,02/02/2022 08:40:46 am,0.064,0.001,02/02/2022 08:42:21 am,0.064,7.172E-4
02/02/2022 08:35:30 am,0.065,-2.747E-5,02/02/2022 08:36:41 am,0.065,0.001,02/02/2022 08:40:46 am,0.065,8.759E-4,02/02/2022 08:42:21 am,0.065,0.001
02/02/2022 08:35:30 am,0.066,8.636E-4,02/02/2022 08:36:41 am,0.066,0.001,02/02/2022 08:40:46 am,0.066,5.463E-4,02/02/2022 08:42:21 am,0.066,7.538E-4
02/02/2022 08:35:30 am,0.067,3.265E-4,02/02/2022 08:36:41 am,0.067,0.002,02/02/2022 08:40:46 am,0.067,7.416E-4,02/02/2022 08:42:21 am,0.067,-2.228E-4
02/02/2022 08:35:30 am,0.068,1.190E-4,02/02/2022 08:36:41 am,0.068,3.510E-4,02/02/2022 08:40:46 am,0.068,0.001,02/02/2022 08:42:21 am,0.068,5.463E-4
02/02/2022 08:35:30 am,0.069,9.155E-6,02/02/2022 08:36:41 am,0.069,0.002,02/02/2022 08:40:46 am,0.069,7.416E-4,02/02/2022 08:42:21 am,0.069,-0.001
02/02/2022 08:35:30 am,0.070,0.001,02/02/2022 08:36:41 am,0.070,0.001,02/02/2022 08:40:46 am,0.070,0.001,02/02/2022 08:42:21 am,0.070,-2.594E-4
02/02/2022 08:35:30 am,0.071,0.002,02/02/2022 08:36:41 am,0.071,0.001,02/02/2022 08:40:46 am,0.071,-1.129E-4,02/02/2022 08:42:21 am,0.071,-2.716E-4
02/02/2022 08:35:30 am,0.072,8.759E-4,02/02/2022 08:36:41 am,0.072,0.001,02/02/2022 08:40:46 am,0.072,3.265E-4,02/02/2022 08:42:21 am,0.072,-7.599E-4
02/02/2022 08:35:30 am,0.073,3.998E-4,02/02/2022 08:36:41 am,0.073,5.585E-4,02/02/2022 08:40:46 am,0.073,0.002,02/02/2022 08:42:21 am,0.073,3.357E-5
02/02/2022 08:35:30 am,0.074,0.002,02/02/2022 08:36:41 am,0.074,0.001,02/02/2022 08:40:46 am,0.074,0.001,02/02/2022 08:42:21 am,0.074,7.660E-4
02/02/2022 08:35:30 am,0.075,0.001,02/02/2022 08:36:41 am,0.075,4.486E-4,02/02/2022 08:40:46 am,0.075,-1.526E-5,02/02/2022 08:42:21 am,0.075,2.411E-4
02/02/2022 08:35:30 am,0.076,0.002,02/02/2022 08:36:41 am,0.076,0.001,02/02/2022 08:40:46 am,0.076,-8.820E-4,02/02/2022 08:42:21 am,0.076,4.974E-4
02/02/2022 08:35:30 am,0.077,0.002,02/02/2022 08:36:41 am,0.077,7.416E-4,02/02/2022 08:40:46 am,0.077,3.998E-4,02/02/2022 08:42:21 am,0.077,0.001
02/02/2022 08:35:30 am,0.078,8.881E-4,02/02/2022 08:36:41 am,0.078,8.636E-4,02/02/2022 08:40:46 am,0.078,4.608E-4,02/02/2022 08:42:21 am,0.078,0.001
02/02/2022 08:35:30 am,0.079,5.096E-4,02/02/2022 08:36:41 am,0.079,8.636E-4,02/02/2022 08:40:46 am,0.079,0.002,02/02/2022 08:42:21 am,0.079,7.782E-4
02/02/2022 08:35:30 am,0.080,0.001,02/02/2022 08:36:41 am,0.080,0.001,02/02/2022 08:40:46 am,0.080,0.001,02/02/2022 08:42:21 am,0.080,0.002
02/02/2022 08:35:30 am,0.081,0.002,02/02/2022 08:36:41 am,0.081,0.001,02/02/2022 08:40:46 am,0.081,4.120E-4,02/02/2022 08:42:21 am,0.081,6.317E-4
02/02/2022 08:35:30 am,0.082,7.904E-4,02/02/2022 08:36:41 am,0.082,0.002,02/02/2022 08:40:46 am,0.082,0.001,02/02/2022 08:42:21 am,0.082,-1.495E-4
02/02/2022 08:35:30 am,0.083,0.002,02/02/2022 08:36:41 am,0.083,1.678E-4,02/02/2022 08:40:46 am,0.083,3.387E-4,02/02/2022 08:42:21 am,0.083,3.510E-4
02/02/2022 08:35:30 am,0.084,0.001,02/02/2022 08:36:41 am,0.084,2.167E-4,02/02/2022 08:40:46 am,0.084,-6.866E-4,02/02/2022 08:42:21 am,0.084,-5.188E-5
02/02/2022 08:35:30 am,0.085,3.510E-4,02/02/2022 08:36:41 am,0.085,6.439E-4,02/02/2022 08:40:46 am,0.085,0.001,02/02/2022 08:42:21 am,0.085,3.265E-4
02/02/2022 08:35:30 am,0.086,1.923E-4,02/02/2022 08:36:41 am,0.086,0.001,02/02/2022 08:40:46 am,0.086,1.434E-4,02/02/2022 08:42:21 am,0.086,8.026E-4
02/02/2022 08:35:30 am,0.087,0.001,02/02/2022 08:36:41 am,0.087,0.001,02/02/2022 08:40:46 am,0.087,5.829E-4,02/02/2022 08:42:21 am,0.087,8.392E-4
02/02/2022 08:35:30 am,0.088,4.730E-4,02/02/2022 08:36:41 am,0.088,2.167E-4,02/02/2022 08:40:46 am,0.088,3.357E-5,02/02/2022 08:42:21 am,0.088,1.678E-4
02/02/2022 08:35:30 am,0.089,3.632E-4,02/02/2022 08:36:41 am,0.089,6.073E-4,02/02/2022 08:40:46 am,0.089,7.904E-4,02/02/2022 08:42:21 am,0.089,5.951E-4
02/02/2022 08:35:30 am,0.090,3.265E-4,02/02/2022 08:36:41 am,0.090,-5.157E-4,02/02/2022 08:40:46 am,0.090,5.219E-4,02/02/2022 08:42:21 am,0.090,-2.747E-5
02/02/2022 08:35:30 am,0.091,5.585E-4,02/02/2022 08:36:41 am,0.091,-1.526E-5,02/02/2022 08:40:46 am,0.091,-3.967E-5,02/02/2022 08:42:21 am,0.091,-4.181E-4
02/02/2022 08:35:30 am,0.092,9.003E-4,02/02/2022 08:36:41 am,0.092,-1.526E-5,02/02/2022 08:40:46 am,0.092,-5.768E-4,02/02/2022 08:42:21 am,0.092,0.001
02/02/2022 08:35:30 am,0.093,6.073E-4,02/02/2022 08:36:41 am,0.093,6.561E-4,02/02/2022 08:40:46 am,0.093,5.585E-4,02/02/2022 08:42:21 am,0.093,0.001
02/02/2022 08:35:30 am,0.094,0.002,02/02/2022 08:36:41 am,0.094,4.486E-4,02/02/2022 08:40:46 am,0.094,-6.134E-4,02/02/2022 08:42:21 am,0.094,4.242E-4
02/02/2022 08:35:30 am,0.095,5.829E-4,02/02/2022 08:36:41 am,0.095,0.001,02/02/2022 08:40:46 am,0.095,-6.409E-5,02/02/2022 08:42:21 am,0.095,0.002
02/02/2022 08:35:30 am,0.096,-2.594E-4,02/02/2022 08:36:41 am,0.096,5.798E-5,02/02/2022 08:40:46 am,0.096,9.857E-4,02/02/2022 08:42:21 am,0.096,2.289E-4
02/02/2022 08:35:30 am,0.097,1.312E-4,02/02/2022 08:36:41 am,0.097,9.247E-4,02/02/2022 08:40:46 am,0.097,5.341E-4,02/02/2022 08:42:21 am,0.097,-2.960E-4
02/02/2022 08:35:30 am,0.098,-1.862E-4,02/02/2022 08:36:41 am,0.098,0.001,02/02/2022 08:40:46 am,0.098,2.655E-4,02/02/2022 08:42:21 am,0.098,0.001
02/02/2022 08:35:30 am,0.099,7.050E-4,02/02/2022 08:36:41 am,0.099,2.777E-4,02/02/2022 08:40:46 am,0.099,0.001,02/02/2022 08:42:21 am,0.099,9.735E-4
02/02/2022 08:35:30 am,0.100,3.876E-4,02/02/2022 08:36:41 am,0.100,8.636E-4,02/02/2022 08:40:46 am,0.100,2.899E-4,02/02/2022 08:42:21 am,0.100,2.136E-5
02/02/2022 08:35:30 am,0.101,-8.209E-4,02/02/2022 08:36:41 am,0.101,0.001,02/02/2022 08:40:46 am,0.101,1.678E-4,02/02/2022 08:42:21 am,0.101,4.242E-4
02/02/2022 08:35:30 am,0.102,6.927E-4,02/02/2022 08:36:41 am,0.102,-4.669E-4,02/02/2022 08:40:46 am,0.102,-3.082E-4,02/02/2022 08:42:21 am,0.102,0.001
02/02/2022 08:35:30 am,0.103,-4.669E-4,02/02/2022 08:36:41 am,0.103,2.533E-4,02/02/2022 08:40:46 am,0.103,6.317E-4,02/02/2022 08:42:21 am,0.103,6.317E-4
02/02/2022 08:35:30 am,0.104,7.019E-5,02/02/2022 08:36:41 am,0.104,0.001,02/02/2022 08:40:46 am,0.104,5.798E-5,02/02/2022 08:42:21 am,0.104,4.852E-4
02/02/2022 08:35:30 am,0.105,0.002,02/02/2022 08:36:41 am,0.105,0.001,02/02/2022 08:40:46 am,0.105,4.974E-4,02/02/2022 08:42:21 am,0.105,7.172E-4
02/02/2022 08:35:30 am,0.106,6.317E-4,02/02/2022 08:36:41 am,0.106,6.561E-4,02/02/2022 08:40:46 am,0.106,3.998E-4,02/02/2022 08:42:21 am,0.106,1.312E-4
02/02/2022 08:35:30 am,0.107,8.148E-4,02/02/2022 08:36:41 am,0.107,0.002,02/02/2022 08:40:46 am,0.107,7.416E-4,02/02/2022 08:42:21 am,0.107,-9.064E-4
02/02/2022 08:35:30 am,0.108,1.801E-4,02/02/2022 08:36:41 am,0.108,0.003,02/02/2022 08:40:46 am,0.108,4.974E-4,02/02/2022 08:42:21 am,0.108,8.240E-5
02/02/2022 08:35:30 am,0.109,2.899E-4,02/02/2022 08:36:41 am,0.109,3.632E-4,02/02/2022 08:40:46 am,0.109,0.001,02/02/2022 08:42:21 am,0.109,-1.495E-4
02/02/2022 08:35:30 am,0.110,7.294E-4,02/02/2022 08:36:41 am,0.110,8.148E-4,02/02/2022 08:40:46 am,0.110,7.050E-4,02/02/2022 08:42:21 am,0.110,5.951E-4
02/02/2022 08:35:30 am,0.111,0.001,02/02/2022 08:36:41 am,0.111,0.001,02/02/2022 08:40:46 am,0.111,6.195E-4,02/02/2022 08:42:21 am,0.111,0.001
02/02/2022 08:35:30 am,0.112,0.001,02/02/2022 08:36:41 am,0.112,3.632E-4,02/02/2022 08:40:46 am,0.112,-5.157E-4,02/02/2022 08:42:21 am,0.112,0.001
02/02/2022 08:35:30 am,0.113,3.387E-4,02/02/2022 08:36:41 am,0.113,8.270E-4,02/02/2022 08:40:46 am,0.113,-1.129E-4,02/02/2022 08:42:21 am,0.113,-0.001
02/02/2022 08:35:30 am,0.114,-1.617E-4,02/02/2022 08:36:41 am,0.114,0.001,02/02/2022 08:40:46 am,0.114,-3.326E-4,02/02/2022 08:42:21 am,0.114,-6.500E-4
02/02/2022 08:35:30 am,0.115,-0.002,02/02/2022 08:36:41 am,0.115,0.002,02/02/2022 08:40:46 am,0.115,0.001,02/02/2022 08:42:21 am,0.115,0.001
02/02/2022 08:35:30 am,0.116,0.001,02/02/2022 08:36:41 am,0.116,8.514E-4,02/02/2022 08:40:46 am,0.116,0.001,02/02/2022 08:42:21 am,0.116,3.510E-4
02/02/2022 08:35:30 am,0.117,0.002,02/02/2022 08:36:41 am,0.117,8.759E-4,02/02/2022 08:40:46 am,0.117,0.001,02/02/2022 08:42:21 am,0.117,0.002
02/02/2022 08:35:30 am,0.118,0.001,02/02/2022 08:36:41 am,0.118,0.001,02/02/2022 08:40:46 am,0.118,7.172E-4,02/02/2022 08:42:21 am,0.118,0.002
02/02/2022 08:35:30 am,0.119,7.172E-4,02/02/2022 08:36:41 am,0.119,8.636E-4,02/02/2022 08:40:46 am,0.119,-1.617E-4,02/02/2022 08:42:21 am,0.119,6.683E-4
02/02/2022 08:35:30 am,0.120,8.392E-4,02/02/2022 08:36:41 am,0.120,5.707E-4,02/02/2022 08:40:46 am,0.120,-8.087E-4,02/02/2022 08:42:21 am,0.120,6.561E-4
02/02/2022 08:35:30 am,0.121,2.136E-5,02/02/2022 08:36:41 am,0.121,-0.001,02/02/2022 08:40:46 am,0.121,3.357E-5,02/02/2022 08:42:21 am,0.121,-3.326E-4
02/02/2022 08:35:30 am,0.122,0.001,02/02/2022 08:36:41 am,0.122,-6.989E-4,02/02/2022 08:40:46 am,0.122,0.002,02/02/2022 08:42:21 am,0.122,5.585E-4
02/02/2022 08:35:30 am,0.123,0.002,02/02/2022 08:36:41 am,0.123,3.387E-4,02/02/2022 08:40:46 am,0.123,8.270E-4,02/02/2022 08:42:21 am,0.123,-9.918E-4
02/02/2022 08:35:30 am,0.124,0.001,02/02/2022 08:36:41 am,0.124,0.001,02/02/2022 08:40:46 am,0.124,0.001,02/02/2022 08:42:21 am,0.124,-4.059E-4
02/02/2022 08:35:30 am,0.125,2.655E-4,02/02/2022 08:36:41 am,0.125,-5.280E-4,02/02/2022 08:40:46 am,0.125,9.491E-4,02/02/2022 08:42:21 am,0.125,2.045E-4
02/02/2022 08:35:30 am,0.126,0.002,02/02/2022 08:36:41 am,0.126,-3.571E-4,02/02/2022 08:40:46 am,0.126,2.655E-4,02/02/2022 08:42:21 am,0.126,7.660E-4
02/02/2022 08:35:30 am,0.127,1.068E-4,02/02/2022 08:36:41 am,0.127,6.073E-4,02/02/2022 08:40:46 am,0.127,0.002,02/02/2022 08:42:21 am,0.127,3.632E-4
02/02/2022 08:35:30 am,0.128,-3.448E-4,02/02/2022 08:36:41 am,0.128,2.655E-4,02/02/2022 08:40:46 am,0.128,0.001,02/02/2022 08:42:21 am,0.128,0.001
02/02/2022 08:35:30 am,0.129,6.439E-4,02/02/2022 08:36:41 am,0.129,6.683E-4,02/02/2022 08:40:46 am,0.129,-8.209E-4,02/02/2022 08:42:21 am,0.129,0.002
